RecordID,RID,Squib,ReactionOrder,Pre-Exp Factor Coeff,Pre-Exp Factor Power,Activation Energy,Reactant 1,Reactant 2,Reactant 3,Product 1,Product 2,Product 3,Temperature,Reaction Order
2717,1804,http://kinetics.nist.gov/kinetics/Detail;jsessionid=BD8FE025E54F04F77E9825A23B97D0D7?id=1969SMI/LUM2090-2095:16,1,8.09,-1,,"Benzyl alcohol, p-bromo-α-methyl-, acetate",,,CH3C(O)OH,"Benzene, 1-bromo-4-ethenyl-",,"647
 
K",1
2718,1805,http://kinetics.nist.gov/kinetics/Detail;jsessionid=5E827760E6463770FF4A1075F91D157B?id=1978AMI/TAY1095:3,1,4.37,12,-175435,"Benzenemethanol, α, 3-dimethyl-, acetate",,,CH3C(O)OH,3-Methylstyrene,,618,1
2720,1806,http://kinetics.nist.gov/kinetics/Detail;jsessionid=3FF8F0ABD241071A7CA1E5DDC69350CD?id=1971TAY1450-1454:1,1,4.47,14,-178761,"Benzyl alcohol, o,α-dimethyl-, acetate",,,CH3C(O)OH,2-Methylstyrene,,616,1
2722,1806,http://kinetics.nist.gov/kinetics/Detail;jsessionid=3FF8F0ABD241071A7CA1E5DDC69350CD?id=1965SMI/YAT434-438:23,1,1.35,-2,,"Benzyl alcohol, o,α-dimethyl-, acetate",,,CH3C(O)OH,2-Methylstyrene,,"642
 
K",1
2723,1806,http://kinetics.nist.gov/kinetics/Detail;jsessionid=3FF8F0ABD241071A7CA1E5DDC69350CD?id=1962TAY/SMI4817-4824:10,1,2.62,12,-176267,"Benzyl alcohol, o,α-dimethyl-, acetate",,,CH3C(O)OH,2-Methylstyrene,,587,1
2724,1807,http://kinetics.nist.gov/kinetics/Detail;jsessionid=7E09D58A76C523B21673C63CA060BE00?id=1975AMI/TAY1802-1803:12,1,9.1,11,-166289,"Benzoic acid, 4-nitro-, 1,1-dimethylethyl ester",,,4-Nitrobenzoic acid,Isobutene,,571,1
2726,1808,http://kinetics.nist.gov/kinetics/Detail;jsessionid=05E671DDE154C5D5733ABDC33D32F35F?id=1935KIS/SMI269-271:1,1,3,10,-173772,C6H5-CH=CHC(O)OCH3-(Z),,,C6H5-CH=CHC(O)OCH3-(E),,,563,1
2727,1809,http://kinetics.nist.gov/kinetics/Detail;jsessionid=8C05F9EE524CE119BA207CA9F1F430E0?id=2004SEA/ORL2224-2229:5,2,6.98,-11,,HOCH,(.)Cl,,HCO,HCl,,"298
 
K",2
2728,1810,http://kinetics.nist.gov/kinetics/Detail;jsessionid=C453A51DF53F27E5F34CE6F79E0A173E?id=2014XIO/YAO885-897:17,1,6.56,13,-206962,HOCH,,,CO,CO,H2,500,1
2729,1811,http://kinetics.nist.gov/kinetics/Detail;jsessionid=616A6E09B3B1C6E6D79405898065366A?id=2014XIO/YAO885-897:18,1,5.15,13,-134344,HOCH,,,CH2O,,,500,1
2730,1812,http://kinetics.nist.gov/kinetics/Detail;jsessionid=61A18D3F6873CACA2CA7A1D2FAEF9124?id=2006MON/ROS106-114:1,1,6.17,12,-199700,"1-Piperidinepropanoic acid, ethyl ester",,,C2H4,CO2,"Piperidine, 1-ethyl-",642,1
2733,1814,http://kinetics.nist.gov/kinetics/Detail;jsessionid=3E81DF15042B744D3CCCD8C6030A3BF8?id=2003KAK93-104:7,1,5.68,12,-3766,2-Propenylidene,,,Cyclopropene,,,298,1
2735,1815,http://kinetics.nist.gov/kinetics/Detail;jsessionid=5AB7BD8751288AD0D73805963D2BB985?id=2003KAK93-104:6,1,1.78,12,-27614,2-Propenylidene,,,CH2=C=CH2,,,298,1
2737,1816,http://kinetics.nist.gov/kinetics/Detail;jsessionid=330E3D996DB691E3AD81A9C0DFD8BCF8?id=2003KAK93-104:9,1,6.84,12,-78241,2-Propenylidene,,,HC≡CCH3,,,298,1
2738,1817,http://kinetics.nist.gov/kinetics/Detail;jsessionid=856F62160DD72C323EFDD4580ABFC1EA?id=1980HOP/PRI1210:7,1,6.34,10,-235300,CH2=C=CHD,,,CH2DC≡CH,,,853,1
2739,1817,http://kinetics.nist.gov/kinetics/Detail;jsessionid=856F62160DD72C323EFDD4580ABFC1EA?id=1980HOP/PRI1210:8,1,6.47,-1,,CH2=C=CHD,,,CH2DC≡CH,,,853,1
2740,1818,http://kinetics.nist.gov/kinetics/Detail;jsessionid=45529D859A84560CC7674D28336A356B?id=1980HOP/PRI1210:6,1,2.41,10,-235300,CH2=C=CHD,,,CH3C≡CD,,,853,1
2741,1818,http://kinetics.nist.gov/kinetics/Detail;jsessionid=45529D859A84560CC7674D28336A356B?id=1980HOP/PRI1210:5,1,2.46,-1,,CH2=C=CHD,,,CH3C≡CD,,,853,1
2742,1819,http://kinetics.nist.gov/kinetics/Detail;jsessionid=F4F1031F4A2E4510732AAE3F5CD38A6B?id=1995ALA/ALO53-59:6,1,7.94,12,-12887,"Benzamide, N-(1,1-dimethylethyl)-4-methoxy-",,,Isobutene,"Benzamide, 4-methoxy-",,705,1
2743,1820,http://kinetics.nist.gov/kinetics/Detail;jsessionid=8C5B9749607AF403D9778541ABD6C60A?id=1968EGG422-429:1,1,3.16,10,-133032,(Z)-CH2=C(CH3)CH=CHCH=C(CH3)2,,,"1,3-Cyclohexadiene, 1,5,5-trimethyl-",,,423,1
2746,1823,http://kinetics.nist.gov/kinetics/Detail;jsessionid=D00146A3A95898D639AA8C2CBDF80376?id=1992JIA/TAY8964-8966:5,1,3.2,13,-191233,CH3CCl2(.),,,CH2=CCl2,H(.),,298,1
2754,1828,http://kinetics.nist.gov/kinetics/Detail;jsessionid=4D26DE180857BDA5D4535BBB34751C40?id=2015WAN/VIL7205-7221:3,1,3.56,11,-152716,3-hexyl radical,,,3-hexyl radical,,,500,1
2755,1829,http://kinetics.nist.gov/kinetics/Detail;jsessionid=0FA470A48689FF769E4FEC95C53B0EA8?id=2010WAN/CAO87-98:4,1,1.31,6,-60668,3-hexyl radical,,,1-hexyl radical,,,250,1
2756,1830,http://kinetics.nist.gov/kinetics/Detail;jsessionid=FA1165BE533AA6C5BDAB9A07A6B3F611?id=2015WAN/VIL7205-7221:28,1,4.13,10,-145603,3-hexyl radical,,,2-hexyl radical,,,500,1
2757,1831,http://kinetics.nist.gov/kinetics/Detail;jsessionid=FB61215086EB7B2E3F76CCC820A8F0F4?id=2010WAN/CAO87-98:8,1,1.39,13,-127863,3-hexyl radical,,,1-C5H10,(.)CH3,,250,1
2758,1832,http://kinetics.nist.gov/kinetics/Detail;jsessionid=6CEE64A29292EF1E858F0D3021EC219A?id=2007TSA/WAL141-148:1,1,1,-1,,3-hexyl radical,,,1-C4H8,(.)C2H5,,890,1
2759,1832,http://kinetics.nist.gov/kinetics/Detail;jsessionid=6CEE64A29292EF1E858F0D3021EC219A?id=1987IMB/MAR81:7,1,,,-3176,3-hexyl radical,,,1-C4H8,(.)C2H5,,723,1
2761,1832,http://kinetics.nist.gov/kinetics/Detail;jsessionid=6CEE64A29292EF1E858F0D3021EC219A?id=2010WAN/CAO87-98:7,1,1.69,13,-123554,3-hexyl radical,,,1-C4H8,(.)C2H5,,250,1
2762,1833,http://kinetics.nist.gov/kinetics/Detail;jsessionid=DC54DCD80558B29832D5CB79F7303E5F?id=1983HER/CHU205:7,1,1.32,12,-193727,CH3C(O)OCH(CH3)CCl3,,,CH3C(O)OH,CH2=CHCCl3,,583,1
2766,1837,http://kinetics.nist.gov/kinetics/Detail;jsessionid=6003380438183703034ECA9DA0E89E7E?id=1963SMI/JON3496-3499:9,1,1.1,-3,,"Benzoic acid, 4-methyl-, 1-methylethyl ester",,,4-Methylbenzoic acid,CH3CH=CH2,,"610
 
K",1
2767,1838,http://kinetics.nist.gov/kinetics/Detail;jsessionid=C2AF3260E07EDD27E43943FBEC90246F?id=1995ALA/ALO1-6:3,1,2.51,12,-152986,CH3C(O)NHC(O)C2H5,,,CH3C(O)NH2,CH3CH=C=O,,514,1
2768,1839,http://kinetics.nist.gov/kinetics/Detail;jsessionid=BE1B23BBDDAABE6234F618D5EAD028C0?id=2012SAR/GOL20-26:4,2,1.58,-11,-3941,C2D5Cl,(.)Cl,,Other Products,DCl,,298,2
2769,1840,http://kinetics.nist.gov/kinetics/Detail;jsessionid=90E327615F1C1B8A559347A683A18D83?id=1984TSC/YAN1408-1414:5,2,7.21,-12,-3891,C2D5Cl,(.)Cl,,CD3CD(.)Cl,DCl,,281,2
2770,1840,http://kinetics.nist.gov/kinetics/Detail;jsessionid=90E327615F1C1B8A559347A683A18D83?id=1984TSC/NIE141-150:14,2,1.48,-11,-4357,C2D5Cl,(.)Cl,,CD3CD(.)Cl,DCl,,282,2
2771,1840,http://kinetics.nist.gov/kinetics/Detail;jsessionid=90E327615F1C1B8A559347A683A18D83?id=1984TSC/YAN1408-1414:6,2,4.36,-1,8813,C2D5Cl,(.)Cl,,CD3CD(.)Cl,DCl,,281,2
2772,1840,http://kinetics.nist.gov/kinetics/Detail;jsessionid=90E327615F1C1B8A559347A683A18D83?id=1984TSC/YAN1408-1414:7,2,6.1,-2,-5720,C2D5Cl,(.)Cl,,CD3CD(.)Cl,DCl,,280,2
2773,1840,http://kinetics.nist.gov/kinetics/Detail;jsessionid=90E327615F1C1B8A559347A683A18D83?id=1984TSC/NIE141-150:15,2,9.04,-1,8314,C2D5Cl,(.)Cl,,CD3CD(.)Cl,DCl,,282,2
2774,1841,http://kinetics.nist.gov/kinetics/Detail;jsessionid=7D9314D66E7D070DD2CA1537D57D7A38?id=2006HE/LIU59-66:4,2,8.84,-13,1816,C2D5Cl,(.)Cl,,CD3CD(.)Cl,HCl,,220,2
2775,1842,http://kinetics.nist.gov/kinetics/Detail;jsessionid=72D38D674491E1C54EA1D608AE5C2360?id=1984TSC/YAN1408-1414:8,2,5.99,-12,-9645,C2D5Cl,(.)Cl,,(.)CD2CD2Cl,DCl,,281,2
2776,1842,http://kinetics.nist.gov/kinetics/Detail;jsessionid=72D38D674491E1C54EA1D608AE5C2360?id=1984NIE/TSC527-530:5,2,9.8,-12,-9312,C2D5Cl,(.)Cl,,(.)CD2CD2Cl,DCl,,283,2
2777,1842,http://kinetics.nist.gov/kinetics/Detail;jsessionid=72D38D674491E1C54EA1D608AE5C2360?id=1984NIE/TSC527-530:6,2,5.98,-1,3384,C2D5Cl,(.)Cl,,(.)CD2CD2Cl,DCl,,283,2
2778,1843,http://kinetics.nist.gov/kinetics/Detail;jsessionid=67AA3D56C027B504BDE023ADB841F3C2?id=2006HE/LIU59-66:5,2,2.27,-13,856,C2D5Cl,(.)Cl,,(.)CD2CD2Cl,HCl,,220,2
2779,1844,http://kinetics.nist.gov/kinetics/Detail;jsessionid=E05EA11B0949946C6C71CD847DC6A18A?id=2006HE/LIU59-66:6,2,4.69,-13,3351,C2D5Cl,(.)Cl,,C2D4Cl,HCl,,220,2
2780,1845,http://kinetics.nist.gov/kinetics/Detail;jsessionid=34F743D4D865CB267A3D37DC9051FDFA?id=1978JON/HEY823-827:3,1,4.37,13,-246108,C2D5Cl,,,C2D4,DCl,,713,1
2781,1845,http://kinetics.nist.gov/kinetics/Detail;jsessionid=34F743D4D865CB267A3D37DC9051FDFA?id=1967HEY/VOL296-313:2,1,6.03,13,-245277,C2D5Cl,,,C2D4,DCl,,712,1
2786,1850,http://kinetics.nist.gov/kinetics/Detail;jsessionid=263AA93187D90BDE9C0E558ED1B488B8?id=2001KUN/ROT741-754:3,2,7.64,-9,-272839,SiCl3,,,SiCl2,(.)Cl,,1500,2
2787,1850,http://kinetics.nist.gov/kinetics/Detail;jsessionid=263AA93187D90BDE9C0E558ED1B488B8?id=2010GE/GOR2384-2392:170,1,Url Fetch Error,Url Fetch Error,Url Fetch Error,Url Fetch Error,Url Fetch Error,Url Fetch Error,Url Fetch Error,Url Fetch Error,Url Fetch Error,Url Fetch Error,
2788,1851,http://kinetics.nist.gov/kinetics/Detail;jsessionid=109C468433E9B5B1C7725BCAE1BB901B?id=1992TSA/WAL8378-8384:11,2,Url Fetch Error,Url Fetch Error,Url Fetch Error,Url Fetch Error,Url Fetch Error,Url Fetch Error,Url Fetch Error,Url Fetch Error,Url Fetch Error,Url Fetch Error,
2789,1852,http://kinetics.nist.gov/kinetics/Detail;jsessionid=AF5E1BC8C215001B49A8B05EC629D69D?id=1990KEK/SHA848-850:6,1,Url Fetch Error,Url Fetch Error,Url Fetch Error,Url Fetch Error,Url Fetch Error,Url Fetch Error,Url Fetch Error,Url Fetch Error,Url Fetch Error,Url Fetch Error,
2790,1853,http://kinetics.nist.gov/kinetics/Detail;jsessionid=454DB4DC2B40A72DECE46F0E5BD47EDD?id=1972HUL/HIS2659:3,1,Url Fetch Error,Url Fetch Error,Url Fetch Error,Url Fetch Error,Url Fetch Error,Url Fetch Error,Url Fetch Error,Url Fetch Error,Url Fetch Error,Url Fetch Error,
2791,1854,http://kinetics.nist.gov/kinetics/Detail;jsessionid=A2629E32A336F13E9205279723A7160E?id=1990WIB/CAR5854-5861:4,1,Url Fetch Error,Url Fetch Error,Url Fetch Error,Url Fetch Error,Url Fetch Error,Url Fetch Error,Url Fetch Error,Url Fetch Error,Url Fetch Error,Url Fetch Error,
2792,1855,http://kinetics.nist.gov/kinetics/Detail;jsessionid=7FDB13A30C01866E11145CF3D2B0055E?id=2013ZHA/KLI1890-1906:10,1,Url Fetch Error,Url Fetch Error,Url Fetch Error,Url Fetch Error,Url Fetch Error,Url Fetch Error,Url Fetch Error,Url Fetch Error,Url Fetch Error,Url Fetch Error,
2793,1855,http://kinetics.nist.gov/kinetics/Detail;jsessionid=7FDB13A30C01866E11145CF3D2B0055E?id=2013ZHA/KLI1890-1906:15,1,Url Fetch Error,Url Fetch Error,Url Fetch Error,Url Fetch Error,Url Fetch Error,Url Fetch Error,Url Fetch Error,Url Fetch Error,Url Fetch Error,Url Fetch Error,
2794,1855,http://kinetics.nist.gov/kinetics/Detail;jsessionid=7FDB13A30C01866E11145CF3D2B0055E?id=1998LEN/VIS10777-10786:2,1,Url Fetch Error,Url Fetch Error,Url Fetch Error,Url Fetch Error,Url Fetch Error,Url Fetch Error,Url Fetch Error,Url Fetch Error,Url Fetch Error,Url Fetch Error,
2795,1856,http://kinetics.nist.gov/kinetics/Detail;jsessionid=993578DB865974EB6AE50D20B1A7A5E6?id=1987MOR/HEI2641:3,1,Url Fetch Error,Url Fetch Error,Url Fetch Error,Url Fetch Error,Url Fetch Error,Url Fetch Error,Url Fetch Error,Url Fetch Error,Url Fetch Error,Url Fetch Error,
2796,1856,http://kinetics.nist.gov/kinetics/Detail;jsessionid=993578DB865974EB6AE50D20B1A7A5E6?id=2006CAS/COX109-115:1,1,5.5,23,-25100,CH3CH2CH2CH2O(.),,,HOCH2CH2CH2CH2,,,253,1
2797,1856,http://kinetics.nist.gov/kinetics/Detail;jsessionid=993578DB865974EB6AE50D20B1A7A5E6?id=2005CAS/JOH3702-3710:2,1,1.9,23,22600,CH3CH2CH2CH2O(.),,,HOCH2CH2CH2CH2,,,250,1
2798,1856,http://kinetics.nist.gov/kinetics/Detail;jsessionid=993578DB865974EB6AE50D20B1A7A5E6?id=1987MOR/HEI2641:4,1,4.15,21,-33341,CH3CH2CH2CH2O(.),,,HOCH2CH2CH2CH2,,,265,1
2799,1856,http://kinetics.nist.gov/kinetics/Detail;jsessionid=993578DB865974EB6AE50D20B1A7A5E6?id=1981NIK/MAK2698:1,1,1.9,19,,CH3CH2CH2CH2O(.),,,HOCH2CH2CH2CH2,,,"298
 
K",1
2800,1856,http://kinetics.nist.gov/kinetics/Detail;jsessionid=993578DB865974EB6AE50D20B1A7A5E6?id=1981COX/PAT587:5,1,1.5,19,,CH3CH2CH2CH2O(.),,,HOCH2CH2CH2CH2,,,"296
 
K",1
2801,1856,http://kinetics.nist.gov/kinetics/Detail;jsessionid=993578DB865974EB6AE50D20B1A7A5E6?id=2006SOM/ZEL1029-1048:7,1,2.22,12,-41400,CH3CH2CH2CH2O(.),,,HOCH2CH2CH2CH2,,,200,1
2802,1856,http://kinetics.nist.gov/kinetics/Detail;jsessionid=993578DB865974EB6AE50D20B1A7A5E6?id=2006SOM/ZEL1029-1048:1,1,1.95,12,-40100,CH3CH2CH2CH2O(.),,,HOCH2CH2CH2CH2,,,200,1
2803,1856,http://kinetics.nist.gov/kinetics/Detail;jsessionid=993578DB865974EB6AE50D20B1A7A5E6?id=2001HAC/HOY2365-2371:8,1,,,-40000,CH3CH2CH2CH2O(.),,,HOCH2CH2CH2CH2,,,"298
 
K",1
2804,1856,http://kinetics.nist.gov/kinetics/Detail;jsessionid=993578DB865974EB6AE50D20B1A7A5E6?id=1978BAL/GOL108:3,1,2.51,11,-32260,CH3CH2CH2CH2O(.),,,HOCH2CH2CH2CH2,,,590,1
2805,1856,http://kinetics.nist.gov/kinetics/Detail;jsessionid=993578DB865974EB6AE50D20B1A7A5E6?id=1977BAL/BAR2483:6,1,2.51,11,-32260,CH3CH2CH2CH2O(.),,,HOCH2CH2CH2CH2,,,298,1
2807,1857,http://kinetics.nist.gov/kinetics/Detail;jsessionid=F3F529A9FAAD782D437479B50F57AFE6?id=2001HAC/HOY2365-2371:6,1,,,-88000,CH3CH2CH2CH2O(.),,,CH3CH2CH2CHO,H(.),,"298
 
K",1
2808,1858,http://kinetics.nist.gov/kinetics/Detail;jsessionid=C6689C764A0FF8348987BF96488C82D3?id=2006CUR250-275:50,1,1.44,15,-70459,CH3CH2CH2CH2O(.),,,CH2O,1-C3H7,,298,1
2809,1858,http://kinetics.nist.gov/kinetics/Detail;jsessionid=C6689C764A0FF8348987BF96488C82D3?id=2013ZHA/KLI1890-1906:1,1,2.92,13,-63459,CH3CH2CH2CH2O(.),,,CH2O,1-C3H7,,300,1
2810,1858,http://kinetics.nist.gov/kinetics/Detail;jsessionid=C6689C764A0FF8348987BF96488C82D3?id=2008SOM965-973:6,1,2.55,12,-65485,CH3CH2CH2CH2O(.),,,CH2O,1-C3H7,,200,1
2811,1858,http://kinetics.nist.gov/kinetics/Detail;jsessionid=C6689C764A0FF8348987BF96488C82D3?id=2008SOM965-973:4,1,9.5,13,-67189,CH3CH2CH2CH2O(.),,,CH2O,1-C3H7,,200,1
2812,1858,http://kinetics.nist.gov/kinetics/Detail;jsessionid=C6689C764A0FF8348987BF96488C82D3?id=2008SOM965-973:5,1,8.16,13,-70224,CH3CH2CH2CH2O(.),,,CH2O,1-C3H7,,200,1
2813,1858,http://kinetics.nist.gov/kinetics/Detail;jsessionid=C6689C764A0FF8348987BF96488C82D3?id=2006SOM/ZEL1029-1048:5,1,9,13,-67200,CH3CH2CH2CH2O(.),,,CH2O,1-C3H7,,200,1
2814,1858,http://kinetics.nist.gov/kinetics/Detail;jsessionid=C6689C764A0FF8348987BF96488C82D3?id=2006SOM/ZEL1029-1048:6,1,1.44,13,-66200,CH3CH2CH2CH2O(.),,,CH2O,1-C3H7,,200,1
2815,1858,http://kinetics.nist.gov/kinetics/Detail;jsessionid=C6689C764A0FF8348987BF96488C82D3?id=2004JOH/CAS1755-1765:2,1,1,13,-56200,CH3CH2CH2CH2O(.),,,CH2O,1-C3H7,,190,1
2816,1858,http://kinetics.nist.gov/kinetics/Detail;jsessionid=C6689C764A0FF8348987BF96488C82D3?id=2001HAC/HOY2365-2371:7,1,,,-55000,CH3CH2CH2CH2O(.),,,CH2O,1-C3H7,,"298
 
K",1
2817,1858,http://kinetics.nist.gov/kinetics/Detail;jsessionid=C6689C764A0FF8348987BF96488C82D3?id=1998LEN/VIS10777-10786:3,1,2.54,-2,,CH3CH2CH2CH2O(.),,,CH2O,1-C3H7,,"250
 
K",1
2818,1858,http://kinetics.nist.gov/kinetics/Detail;jsessionid=C6689C764A0FF8348987BF96488C82D3?id=1998LEN/VIS10777-10786:5,1,3.69,1,,CH3CH2CH2CH2O(.),,,CH2O,1-C3H7,,"250
 
K",1
2819,1858,http://kinetics.nist.gov/kinetics/Detail;jsessionid=C6689C764A0FF8348987BF96488C82D3?id=1998LEN/VIS10777-10786:4,1,4.12,9,,CH3CH2CH2CH2O(.),,,CH2O,1-C3H7,,"1000
 
K",1
2820,1858,http://kinetics.nist.gov/kinetics/Detail;jsessionid=C6689C764A0FF8348987BF96488C82D3?id=1998LEN/VIS10777-10786:6,1,3.07,3,,CH3CH2CH2CH2O(.),,,CH2O,1-C3H7,,"300
 
K",1
2821,1858,http://kinetics.nist.gov/kinetics/Detail;jsessionid=C6689C764A0FF8348987BF96488C82D3?id=1998LEN/VIS10777-10786:7,1,2.29,10,,CH3CH2CH2CH2O(.),,,CH2O,1-C3H7,,"1000
 
K",1
2823,1858,http://kinetics.nist.gov/kinetics/Detail;jsessionid=C6689C764A0FF8348987BF96488C82D3?id=1978BAL/GOL108:2,1,3.98,13,-79902,CH3CH2CH2CH2O(.),,,CH2O,1-C3H7,,590,1
2824,1858,http://kinetics.nist.gov/kinetics/Detail;jsessionid=C6689C764A0FF8348987BF96488C82D3?id=1977BAL/BAR2483:5,1,3.98,13,-79902,CH3CH2CH2CH2O(.),,,CH2O,1-C3H7,,298,1
2825,1859,http://kinetics.nist.gov/kinetics/Detail;jsessionid=C3BF279EF571CA77C4A9DE7C8EFE48F6?id=2010ZHE/TRU7782-7793:2,1,1.19,6,-28075,CH3CH2CH2CH2O(.),,,CH3CH(.)CH2CH2OH,,,200,1
2826,1859,http://kinetics.nist.gov/kinetics/Detail;jsessionid=C3BF279EF571CA77C4A9DE7C8EFE48F6?id=1998LEN/VIS10777-10786:12,1,4.06,-1,,CH3CH2CH2CH2O(.),,,CH3CH(.)CH2CH2OH,,,"300
 
K",1
2827,1859,http://kinetics.nist.gov/kinetics/Detail;jsessionid=C3BF279EF571CA77C4A9DE7C8EFE48F6?id=1998LEN/VIS10777-10786:13,1,2.02,8,,CH3CH2CH2CH2O(.),,,CH3CH(.)CH2CH2OH,,,"1000
 
K",1
2828,1859,http://kinetics.nist.gov/kinetics/Detail;jsessionid=C3BF279EF571CA77C4A9DE7C8EFE48F6?id=1998LEN/VIS10777-10786:11,1,1.33,-3,,CH3CH2CH2CH2O(.),,,CH3CH(.)CH2CH2OH,,,"250
 
K",1
2830,1859,http://kinetics.nist.gov/kinetics/Detail;jsessionid=C3BF279EF571CA77C4A9DE7C8EFE48F6?id=1998LEN/VIS10777-10786:10,1,3.97,8,,CH3CH2CH2CH2O(.),,,CH3CH(.)CH2CH2OH,,,"1000
 
K",1
2831,1859,http://kinetics.nist.gov/kinetics/Detail;jsessionid=C3BF279EF571CA77C4A9DE7C8EFE48F6?id=1998LEN/VIS10777-10786:8,1,3.3,-2,,CH3CH2CH2CH2O(.),,,CH3CH(.)CH2CH2OH,,,"250
 
K",1
2832,1860,http://kinetics.nist.gov/kinetics/Detail;jsessionid=FDF93E4A4AF564095EBD40DB7D9AB97B?id=2012SPR/GAR6327-6340:4,1,2.4,5,,CH3CH2CH2CH2O(.),,,(.)CH2CH2CH2CH2OH,,,"295
 
K",1
2833,1860,http://kinetics.nist.gov/kinetics/Detail;jsessionid=FDF93E4A4AF564095EBD40DB7D9AB97B?id=2012SPR/GAR6327-6340:1,1,1.7,19,,CH3CH2CH2CH2O(.),,,(.)CH2CH2CH2CH2OH,,,"295
 
K",1
2835,1860,http://kinetics.nist.gov/kinetics/Detail;jsessionid=FDF93E4A4AF564095EBD40DB7D9AB97B?id=2010ZHE/TRU7782-7793:1,1,1.28,8,-11251,CH3CH2CH2CH2O(.),,,(.)CH2CH2CH2CH2OH,,,200,1
2836,1860,http://kinetics.nist.gov/kinetics/Detail;jsessionid=FDF93E4A4AF564095EBD40DB7D9AB97B?id=2008SOM965-973:1,1,1.19,11,-32086,CH3CH2CH2CH2O(.),,,(.)CH2CH2CH2CH2OH,,,200,1
2837,1860,http://kinetics.nist.gov/kinetics/Detail;jsessionid=FDF93E4A4AF564095EBD40DB7D9AB97B?id=2008SOM965-973:3,1,1.04,12,-38396,CH3CH2CH2CH2O(.),,,(.)CH2CH2CH2CH2OH,,,200,1
2838,1860,http://kinetics.nist.gov/kinetics/Detail;jsessionid=FDF93E4A4AF564095EBD40DB7D9AB97B?id=2008SOM965-973:2,1,1.6,12,-38903,CH3CH2CH2CH2O(.),,,(.)CH2CH2CH2CH2OH,,,200,1
2839,1860,http://kinetics.nist.gov/kinetics/Detail;jsessionid=FDF93E4A4AF564095EBD40DB7D9AB97B?id=2003VER/PEE5159-5170:2,1,1.43,11,-34183,CH3CH2CH2CH2O(.),,,(.)CH2CH2CH2CH2OH,,,"298
 
K",1
2840,1860,http://kinetics.nist.gov/kinetics/Detail;jsessionid=FDF93E4A4AF564095EBD40DB7D9AB97B?id=2003VER/PEE5159-5170:1,1,1.4,5,,CH3CH2CH2CH2O(.),,,(.)CH2CH2CH2CH2OH,,,"298
 
K",1
2841,1860,http://kinetics.nist.gov/kinetics/Detail;jsessionid=FDF93E4A4AF564095EBD40DB7D9AB97B?id=2003MER/RAY4828-4833:13,1,1.6,5,,CH3CH2CH2CH2O(.),,,(.)CH2CH2CH2CH2OH,,,"298
 
K",1
2842,1860,http://kinetics.nist.gov/kinetics/Detail;jsessionid=FDF93E4A4AF564095EBD40DB7D9AB97B?id=2003MER/RAY4828-4833:1,1,2.5,12,-40585,CH3CH2CH2CH2O(.),,,(.)CH2CH2CH2CH2OH,,,"298
 
K",1
2843,1860,http://kinetics.nist.gov/kinetics/Detail;jsessionid=FDF93E4A4AF564095EBD40DB7D9AB97B?id=2003MER/RAY4828-4833:14,1,4.6,2,,CH3CH2CH2CH2O(.),,,(.)CH2CH2CH2CH2OH,,,"220
 
K",1
2844,1860,http://kinetics.nist.gov/kinetics/Detail;jsessionid=FDF93E4A4AF564095EBD40DB7D9AB97B?id=2003MER/RAY4828-4833:37,1,5.5,2,,CH3CH2CH2CH2O(.),,,(.)CH2CH2CH2CH2OH,,,"220
 
K",1
2846,1860,http://kinetics.nist.gov/kinetics/Detail;jsessionid=FDF93E4A4AF564095EBD40DB7D9AB97B?id=1998LEN/VIS10777-10786:19,1,4.95,9,,CH3CH2CH2CH2O(.),,,(.)CH2CH2CH2CH2OH,,,"1000
 
K",1
2847,1860,http://kinetics.nist.gov/kinetics/Detail;jsessionid=FDF93E4A4AF564095EBD40DB7D9AB97B?id=1998LEN/VIS10777-10786:14,1,5.66,3,,CH3CH2CH2CH2O(.),,,(.)CH2CH2CH2CH2OH,,,"250
 
K",1
2848,1860,http://kinetics.nist.gov/kinetics/Detail;jsessionid=FDF93E4A4AF564095EBD40DB7D9AB97B?id=1998LEN/VIS10777-10786:17,1,3.68,3,,CH3CH2CH2CH2O(.),,,(.)CH2CH2CH2CH2OH,,,"250
 
K",1
2849,1860,http://kinetics.nist.gov/kinetics/Detail;jsessionid=FDF93E4A4AF564095EBD40DB7D9AB97B?id=1998LEN/VIS10777-10786:16,1,4.38,9,,CH3CH2CH2CH2O(.),,,(.)CH2CH2CH2CH2OH,,,"1000
 
K",1
2850,1860,http://kinetics.nist.gov/kinetics/Detail;jsessionid=FDF93E4A4AF564095EBD40DB7D9AB97B?id=1998LEN/VIS10777-10786:15,1,1.15,5,,CH3CH2CH2CH2O(.),,,(.)CH2CH2CH2CH2OH,,,"300
 
K",1
2851,1860,http://kinetics.nist.gov/kinetics/Detail;jsessionid=FDF93E4A4AF564095EBD40DB7D9AB97B?id=1998LEN/VIS10777-10786:18,1,8.51,4,,CH3CH2CH2CH2O(.),,,(.)CH2CH2CH2CH2OH,,,"300
 
K",1
2852,1861,http://kinetics.nist.gov/kinetics/Detail;jsessionid=D569BA9C2942BC8055B3913DB582D01C?id=2004SAE/REY426-444:91,1,,,-157600,C6H5CH(.)CH2CH3,,,Styrene,(.)CH3,,"298
 
K",1
