RecordID,RID,RecordType,Squib,PaperDetails,Temperature,FrequencyFactor,TemperatureRatioExponent,ActivationEnergy,RateConstant,ReactionOrder
36539,15828,Review,http://kinetics.nist.gov/kinetics/Detail;jsessionid=2E55249507E501893D2CB5BB36E88D83?id=1986COH/WES99-140:25,"The use of transition-state theory to extrapolate rate coefficients for reactions of O atoms with alkanes, Cohen, N.; Westberg, K.R. Int. J. Chem. Kinet. 18, 99 (1986)",250 - 2000,4.15E-12,2.4,23000.0,3.81E-16,2.0
36541,15829,Review,http://kinetics.nist.gov/kinetics/Detail;jsessionid=A9945A561F105CA65F29DBCEDED1D685?id=1991COH/WES1211-1311:31,"Chemical kinetic data sheets for high-temperature reactions. Part II, Cohen, N.; Westberg, K.R. J. Phys. Chem. Ref. Data 20, 1211 (1991)",250 - 2000,2.19E-12,2.9,7317.0,1.14E-13,2.0
36543,15829,Review,http://kinetics.nist.gov/kinetics/Detail;jsessionid=A9945A561F105CA65F29DBCEDED1D685?id=1986COH/WES99-140:24,"The use of transition-state theory to extrapolate rate coefficients for reactions of O atoms with alkanes, Cohen, N.; Westberg, K.R. Int. J. Chem. Kinet. 18, 99 (1986)",250 - 2000,2.32E-12,2.9,7317.0,1.21E-13,2.0
36548,15831,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=1632CBBC5F7C0B20A39454995F0BE336?id=2011DIN/ZHA2314-2324:24,"Thermal rate constants of the pyrolysis of n-Heptane, Ding, J.X.; Zhang, L.; Han, K.L. Combust. Flame 158, 2314 (2011)",200 - 3000,1.60E-13,0.77,41200.0,9.52E-21,2.0
36549,15832,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=C017A9061BF625A6F0353303D21801B2?id=2011DIN/ZHA2314-2324:23,"Thermal rate constants of the pyrolysis of n-Heptane, Ding, J.X.; Zhang, L.; Han, K.L. Combust. Flame 158, 2314 (2011)",200 - 3000,2.70E-13,0.75,63500.0,2.01E-24,2.0
36550,15833,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=E903E4E70F967C212AE0D706760E8092?id=2011DIN/ZHA2314-2324:22,"Thermal rate constants of the pyrolysis of n-Heptane, Ding, J.X.; Zhang, L.; Han, K.L. Combust. Flame 158, 2314 (2011)",200 - 3000,3.00E-14,0.83,63800.0,1.94E-25,2.0
36559,15838,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=8642BF1E8C0F80FB6FD977C2E2A5DB21?id=1991COH397-417:42,"Are reaction rate coefficients additive? Revised transition state theory calculations for OH + alkane reactions, Cohen, N. Int. J. Chem. Kinet. 23, 397 (1991)",298 - 500,6.44E-13,2,-5488.0,5.9E-12,2.0
36560,15839,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=F336A9FA5C9D760A67B28B75170CCC45?id=1991COH397-417:41,"Are reaction rate coefficients additive? Revised transition state theory calculations for OH + alkane reactions, Cohen, N. Int. J. Chem. Kinet. 23, 397 (1991)",298 - 500,6.44E-13,2,-5488.0,5.9E-12,2.0
36561,15840,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=F85D4A21AAC872109C5A006BECB8E607?id=1991COH397-417:40,"Are reaction rate coefficients additive? Revised transition state theory calculations for OH + alkane reactions, Cohen, N. Int. J. Chem. Kinet. 23, 397 (1991)",298 - 500,5.60E-13,2,-2494.0,1.53E-12,2.0
36562,15841,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=3F2BAD95E360D0E23A75B6EAD7784055?id=1991COH397-417:39,"Are reaction rate coefficients additive? Revised transition state theory calculations for OH + alkane reactions, Cohen, N. Int. J. Chem. Kinet. 23, 397 (1991)",298 - 500,8.20E-13,1.8,4074.0,1.58E-13,2.0
36563,15842,Review,http://kinetics.nist.gov/kinetics/Detail;jsessionid=338101628BA1DA491D53606FAC8D5D12?id=2003ATK2233-2307:15,"Kinetics of the gas-phase reactions of OH radicals with alkanes and cycloalkanes, Atkinson, R. Atmos. Chem. Phys. 3, 2233 (2003)",290 - 1090,1.73E-12,2,-3376.0,6.76E-12,2.0
36575,15842,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=338101628BA1DA491D53606FAC8D5D12?id=1991COH397-417:38,"Are reaction rate coefficients additive? Revised transition state theory calculations for OH + alkane reactions, Cohen, N. Int. J. Chem. Kinet. 23, 397 (1991)",298 - 500,9.86E-13,2.2,-4989.0,7.39E-12,2.0
36576,15843,Review,http://kinetics.nist.gov/kinetics/Detail;jsessionid=39F586C7E994B93D3B1A69B9A34FC028?id=2009SIV/MIC5047-5060:6,"Rate Constants for OH with Selected Large Alkanes: Shock-Tube Measurements and an Improved Group Scheme, Sivaramakrishnan, R.; Michael, J.V. J. Phys. Chem. A 113, 5047 (2009)",241 - 1287,6.03E-12,1.4,-274.0,6.73E-12,2.0
36587,15843,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=39F586C7E994B93D3B1A69B9A34FC028?id=2009SIV/MIC5047-5060:19,"Rate Constants for OH with Selected Large Alkanes: Shock-Tube Measurements and an Improved Group Scheme, Sivaramakrishnan, R.; Michael, J.V. J. Phys. Chem. A 113, 5047 (2009)",298 - 2000,5.01E-12,1.5,-798.0,6.91E-12,2.0
36590,15846,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=709BCA35600B50C269A6CE991BB43D7B?id=2011DIN/ZHA2314-2324:36,"Thermal rate constants of the pyrolysis of n-Heptane, Ding, J.X.; Zhang, L.; Han, K.L. Combust. Flame 158, 2314 (2011)",200 - 3000,1.60E-18,0.89,62300.0,1.92E-29,2.0
36591,15847,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=16F51D7A8D875A1C0AB301A32004E563?id=2011DIN/ZHA2314-2324:35,"Thermal rate constants of the pyrolysis of n-Heptane, Ding, J.X.; Zhang, L.; Han, K.L. Combust. Flame 158, 2314 (2011)",200 - 3000,1.70E-19,0.9,62600.0,1.8E-30,2.0
36593,15848,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=DD21D9593F369A4B892700D47879D40E?id=2011DIN/ZHA2314-2324:34,"Thermal rate constants of the pyrolysis of n-Heptane, Ding, J.X.; Zhang, L.; Han, K.L. Combust. Flame 158, 2314 (2011)",200 - 3000,1.60E-15,-0.74,59400.0,6.31E-26,2.0
36595,15849,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=D4C370A0DF6EE0C53B0BA646800C3847?id=2011DIN/ZHA2314-2324:27,"Thermal rate constants of the pyrolysis of n-Heptane, Ding, J.X.; Zhang, L.; Han, K.L. Combust. Flame 158, 2314 (2011)",200 - 3000,1.10E-16,1,76900.0,3.72E-30,2.0
36596,15850,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=98099158025740A6398B5EB4F7D07DBC?id=2011DIN/ZHA2314-2324:26,"Thermal rate constants of the pyrolysis of n-Heptane, Ding, J.X.; Zhang, L.; Han, K.L. Combust. Flame 158, 2314 (2011)",200 - 3000,8.10E-19,1.99,76800.0,2.76E-32,2.0
36597,15851,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=125B052FBA00C05C8393968F405C0845?id=2011DIN/ZHA2314-2324:25,"Thermal rate constants of the pyrolysis of n-Heptane, Ding, J.X.; Zhang, L.; Han, K.L. Combust. Flame 158, 2314 (2011)",200 - 3000,7.80E-16,0.18,72100.0,1.79E-28,2.0
36598,15852,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=682391C8FBF9824742D064EB945518F1?id=2011DIN/ZHA2314-2324:33,"Thermal rate constants of the pyrolysis of n-Heptane, Ding, J.X.; Zhang, L.; Han, K.L. Combust. Flame 158, 2314 (2011)",200 - 3000,4.30E-19,0.91,62800.0,4.24E-30,2.0
36599,15853,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=0CB1F7B656127AEDCA2D24B6A6B5C1D6?id=2011DIN/ZHA2314-2324:32,"Thermal rate constants of the pyrolysis of n-Heptane, Ding, J.X.; Zhang, L.; Han, K.L. Combust. Flame 158, 2314 (2011)",200 - 3000,3.60E-19,0.93,64000.0,2.16E-30,2.0
36601,15854,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=C58FF81489823ED4693B14D5EC591104?id=2011DIN/ZHA2314-2324:31,"Thermal rate constants of the pyrolysis of n-Heptane, Ding, J.X.; Zhang, L.; Han, K.L. Combust. Flame 158, 2314 (2011)",200 - 3000,2.20E-15,-0.72,60200.0,6.29E-26,2.0
36603,15855,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=1FBAA12418669E748028C8DB03A58B1B?id=2011DIN/ZHA2314-2324:30,"Thermal rate constants of the pyrolysis of n-Heptane, Ding, J.X.; Zhang, L.; Han, K.L. Combust. Flame 158, 2314 (2011)",200 - 3000,4.00E-18,0.98,56000.0,6E-28,2.0
36604,15856,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=951597C16851714B8CD8ACF2CA24C841?id=2011DIN/ZHA2314-2324:29,"Thermal rate constants of the pyrolysis of n-Heptane, Ding, J.X.; Zhang, L.; Han, K.L. Combust. Flame 158, 2314 (2011)",200 - 3000,3.20E-18,0.99,55400.0,6.32E-28,2.0
36605,15857,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=4F59444C46087BD0B5FAD3F00E65A818?id=2011DIN/ZHA2314-2324:28,"Thermal rate constants of the pyrolysis of n-Heptane, Ding, J.X.; Zhang, L.; Han, K.L. Combust. Flame 158, 2314 (2011)",200 - 3000,1.30E-16,0.25,63300.0,1.05E-27,2.0
36607,15859,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=4883FAB9E160FEE92EBE550F61860F5B?id=2011DIN/ZHA2314-2324:1,"Thermal rate constants of the pyrolysis of n-Heptane, Ding, J.X.; Zhang, L.; Han, K.L. Combust. Flame 158, 2314 (2011)",200 - 3000,2.20E+29,-6.2,155000.0,123,1.0
36608,15860,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=6A55A1AFD58C546F8AB996351A8F6378?id=2011DIN/ZHA2314-2324:3,"Thermal rate constants of the pyrolysis of n-Heptane, Ding, J.X.; Zhang, L.; Han, K.L. Combust. Flame 158, 2314 (2011)",200 - 3000,8.60E+29,-6.2,155000.0,535,1.0
36609,15861,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=6BD15B3924545281CD4DF80ABEB4D61A?id=2011DIN/ZHA2314-2324:2,"Thermal rate constants of the pyrolysis of n-Heptane, Ding, J.X.; Zhang, L.; Han, K.L. Combust. Flame 158, 2314 (2011)",200 - 3000,3.30E+29,-6,155000.0,254,1.0
36799,15915,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=987A51C26003E080806B0C11730112EB?id=2005GAL/ALV169-180:2,"Glycolaldehyde plus OH gas phase reaction: A quantum chemistry divided by CVT/SCT approach, Galano, A.; Alvarez-Idaboy, J.R.; Ruiz-Santoyo, M.E.; Vivier-Bunge, A. J. Phys. Chem. A 109, 169 (2005)",200 - 500,4.99E-14,2.35,-12100.0,6.61E-12,2.0
36807,15916,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=D76AFBB7131C4866596DD7450C342FF9?id=2005GAL/ALV169-180:3,"Glycolaldehyde plus OH gas phase reaction: A quantum chemistry divided by CVT/SCT approach, Galano, A.; Alvarez-Idaboy, J.R.; Ruiz-Santoyo, M.E.; Vivier-Bunge, A. J. Phys. Chem. A 109, 169 (2005)",200 - 500,1.54E-14,3.14,-9559.0,7.28E-13,2.0
36810,15917,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=538F8BEA01BFB375CCE8D2F945370793?id=2005GAL/ALV169-180:1,"Glycolaldehyde plus OH gas phase reaction: A quantum chemistry divided by CVT/SCT approach, Galano, A.; Alvarez-Idaboy, J.R.; Ruiz-Santoyo, M.E.; Vivier-Bunge, A. J. Phys. Chem. A 109, 169 (2005)",200 - 500,3.42E-14,3.03,-13300.0,7.44E-12,2.0
36827,15919,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=39C17A75E64193B07A64F6607F4E6FA8?id=2005GAL/ALV169-180:4,"Glycolaldehyde plus OH gas phase reaction: A quantum chemistry divided by CVT/SCT approach, Galano, A.; Alvarez-Idaboy, J.R.; Ruiz-Santoyo, M.E.; Vivier-Bunge, A. J. Phys. Chem. A 109, 169 (2005)",220 - 500,7.55E-19,8.34,-23000.0,8.23E-15,2.0
37002,15995,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=2FB73497A10A892A5155DB50935970C7?id=2013DAS/RAJ161-171:3,"Experimental and theoretical rate coefficients for the gas phase reaction of beta-Pinene with OH radical, Dash, M. R.; Rajakumar, B. Atmos. Environ. 79, 161 (2013)",200 - 400,2.25E-14,3.41,-20100.0,7.61E-11,2.0
37087,16024,Experiment,http://kinetics.nist.gov/kinetics/Detail;jsessionid=40467A7A05448E167E01FFC1710D44C6?id=2000TIC/GRA1700-1707:1,"Kinetic and Modeling Studies of the Reaction of Hydroxyl Radicals with Tetrachloroethylene, Tichenor, L.B.; Graham, J.L.; Yamada, T.; Taylor, P.H. J. Phys. Chem. A 104, 1700 (2000)",296 - 714,1.60E-14,3.2,-5494.0,1.47E-13,2.0
37089,16024,Experiment,http://kinetics.nist.gov/kinetics/Detail;jsessionid=40467A7A05448E167E01FFC1710D44C6?id=2000TIC/GRA12047:2,"Kinetic and Modeling Studies of the Reaction of Hydroxyl Radicals with Tetrachloroethylene, Tichenor, L.A.B.; Graham, J.L.; Yamada, T.; Taylor, P.H.; Peng, J.; Hu, X.; Marshall, P. J. Phys. Chem. A 104, 12047 (2000)",296 - 720,1.60E-14,3.2,-5494.0,1.47E-13,2.0
37180,16070,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=6FFDC59FF94FEC09A73EE4E7939C1F58?id=2015GON/LUO4746-4754:2,"Theoretical Study of Mechanism and Dynamics on Reaction of (CH3)2NH with CH3, Gong, S. D.; Luo, Q.; Wei, G. M. J. Phys. Chem. A 119, 4746 (2015)",200 - 3000,2.15E-14,4.5,25800.0,6.53E-19,1.0
37183,16071,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=AE93B6711869277D97AA8898F529627B?id=2015GON/LUO4746-4754:1,"Theoretical Study of Mechanism and Dynamics on Reaction of (CH3)2NH with CH3, Gong, S. D.; Luo, Q.; Wei, G. M. J. Phys. Chem. A 119, 4746 (2015)",200 - 3000,1.40E-14,3,24000.0,8.82E-19,1.0
37311,16148,Experiment,http://kinetics.nist.gov/kinetics/Detail;jsessionid=0F8EE9DA71FF95E7F5B668FCF6A005FC?id=1996MEH/FRO2335-2341:1,"Rate constants for removal of CH(D) (v=0 and 1) by collisions with N<sub>2</sub>, CO, O<sub>2</sub>, NO and NO<sub>2</sub> at 298 K and with CO<sub>2</sub> at 296 ? T/K ? 873, Mehlmann, C.; Frost, M.J.; Heard, D.E.; Orr, B.J.; Nelson, P.F. J. Chem. Soc. Faraday Trans. 92, 2335 (1996)",296 - 873,5.16E-15,4.44,-14800.0,2.03E-12,2.0
37329,16155,Experiment,http://kinetics.nist.gov/kinetics/Detail;jsessionid=82653AACAB4C17F29F8FDE83A33EF651?id=2001ROL/PLA4733-4740:5,"A Kinetic Study of the Reactions of MgO with H<sub>2</sub>O, CO<sub>2</sub> and O<sub>2</sub>: Implications for Magnesium Chemistry in the Mesosphere, Rollason, R.J.; Plane, J.M.C. Phys. Chem. Chem. Phys. 3, 4733 (2001)",202 - 371,1.19E-28,-2.76,2928.0,3.65E-29,3.0
37331,16156,Experiment,http://kinetics.nist.gov/kinetics/Detail;jsessionid=D15E610F046A4AC326E98866A1A13A94?id=2001PLA/ROL7047-7056:6,"Kinetic Study of the Reactions of CaO with H<sub>2</sub>O, CO<sub>2</sub>, O<sub>2</sub>, and O<sub>3</sub>: Implications for Calcium Chemistry in the Mesosphere, Plane, J.M.C.; Rollason, R.J. J. Phys. Chem. A 105, 7047 (2001)",213 - 480,1.56E-26,-3.64,4979.0,2.09E-27,3.0
37368,16166,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=8C25C30685FC54079510AD48CB11B46E?id=1991COH397-417:37,"Are reaction rate coefficients additive? Revised transition state theory calculations for OH + alkane reactions, Cohen, N. Int. J. Chem. Kinet. 23, 397 (1991)",298 - 500,1.00E-12,2,-5820.0,1.05E-11,2.0
37369,16167,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=616AD4CDD3E3F215B93F8D733B660A63?id=1991COH397-417:36,"Are reaction rate coefficients additive? Revised transition state theory calculations for OH + alkane reactions, Cohen, N. Int. J. Chem. Kinet. 23, 397 (1991)",298 - 500,9.96E-13,2,-5820.0,1.04E-11,2.0
37370,16168,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=E3F4BC77775E1800023D9926D652FFAF?id=1991COH397-417:35,"Are reaction rate coefficients additive? Revised transition state theory calculations for OH + alkane reactions, Cohen, N. Int. J. Chem. Kinet. 23, 397 (1991)",298 - 500,2.94E-13,2,-2494.0,8.04E-13,2.0
37371,16169,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=24B8A846E5F1D23AE2A4DFB739A963A7?id=1991COH397-417:34,"Are reaction rate coefficients additive? Revised transition state theory calculations for OH + alkane reactions, Cohen, N. Int. J. Chem. Kinet. 23, 397 (1991)",298 - 500,6.66E-13,1.8,4074.0,1.29E-13,2.0
37372,16170,Review,http://kinetics.nist.gov/kinetics/Detail;jsessionid=997A0B960E4801E50FBD947CEB381D93?id=2003ATK2233-2307:21,"Kinetics of the gas-phase reactions of OH radicals with alkanes and cycloalkanes, Atkinson, R. Atmos. Chem. Phys. 3, 2233 (2003)",290 - 1110,2.82E-12,2,-3376.0,1.1E-11,2.0
37380,16170,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=997A0B960E4801E50FBD947CEB381D93?id=1991COH397-417:33,"Are reaction rate coefficients additive? Revised transition state theory calculations for OH + alkane reactions, Cohen, N. Int. J. Chem. Kinet. 23, 397 (1991)",298 - 500,1.13E-12,2.2,-5903.0,1.22E-11,2.0
37385,16172,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=6BF14F67CB457A91CA2F617DBA785DA1?id=2009SIV/MIC5047-5060:23,"Rate Constants for OH with Selected Large Alkanes: Shock-Tube Measurements and an Improved Group Scheme, Sivaramakrishnan, R.; Michael, J.V. J. Phys. Chem. A 113, 5047 (2009)",298 - 2000,1.47E-11,1.09,698.0,1.11E-11,2.0
37848,16373,Review,http://kinetics.nist.gov/kinetics/Detail;jsessionid=3E816986BF37BAB3B12C5D2C9E2A095F?id=2006ANA/YAM3559-3566:3,"Kinetics of OH radical reaction with anthracene and anthracene-d(10), Ananthula, R.; Yamada, T.; Taylor, P.H. J. Phys. Chem. A 110, 3559 (2006)",235 - 923,7.37E-09,-4.7,9214.0,1.79E-10,2.0
37932,16419,Experiment,http://kinetics.nist.gov/kinetics/Detail;jsessionid=12A6221C8794055E593A967D9209D4A1?id=2011ORK/POS6568-6574:2,"Rate Constants for the Reactions between OH and Perfluorinated Alkenes, Orkin, V.L.; Poskrebyshev, G.A.; Kurylo, M.J. J. Phys. Chem. A 115, 6568 (2011)",230 - 480,9.75E-14,1.94,-7666.0,2.15E-12,2.0
38023,16465,Experiment,http://kinetics.nist.gov/kinetics/Detail;jsessionid=6D8E940B40018FD288D19BE61E111D80?id=2011ORK/POS6568-6574:1,"Rate Constants for the Reactions between OH and Perfluorinated Alkenes, Orkin, V.L.; Poskrebyshev, G.A.; Kurylo, M.J. J. Phys. Chem. A 115, 6568 (2011)",250 - 480,1.32E-12,0.9,-4989.0,9.89E-12,2.0
38044,16471,Experiment,http://kinetics.nist.gov/kinetics/Detail;jsessionid=527CF75C3F49B60509680986B27DBE29?id=1969TYE1188:1,"Rate parameters for reactions of ground-state difluorocarbene and determination of the absolute intensity of the A<sup>1</sup>B<sub>1</sub>-X<sup>1</sup>A<sub>1</sub> absorption bands, Tyerman, W.J.R. J. Chem. Soc. Faraday Trans. 65, 1188 (1969)",298 - 446,2.49E-15,0.5,26600.0,5.4E-20,2.0
38087,16483,Experiment,http://kinetics.nist.gov/kinetics/Detail;jsessionid=AF10CF4E263E61924CD22DCDB3E3DAA2?id=2013VU/KHA12208-12215:4,"Absolute Rate Coefficient of the Gas-Phase Reaction between Hydroxyl Radical (OH) and Hydroxyacetone: Investigating the Effects of Temperature and Pressure, Vu, N. D.; Khamaganov, V.; Nguyen, V. S.; Carl, S. A.; Peeters, J. J. Phys. Chem. A 117, 12208 (2013)",230 - 500,1.44E-13,2.6,-9146.0,5.76E-12,2.0
38098,16483,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=AF10CF4E263E61924CD22DCDB3E3DAA2?id=2006GAL9153-9160:1,"Theoretical study on the reaction of tropospheric interest: Hydroxyacetone plus OH. Mechanism and kinetics, Galano, A. J. Phys. Chem. A 110, 9153 (2006)",280 - 500,1.37E-14,3.4,-13500.0,3.17E-12,2.0
38102,16487,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=861D1FDDD3D4873F94701BA4D812246F?id=2015SUN/ZHA25:3,"Theoretical study on the degradation mechanism of carbamate pesticides with OH radicals, Sun, S. M.; Zhang, K.; Zhang, H. Theor. Chem. Acc. 134, 25 (2015)",200 - 1000,1.58E-13,2.74,-9529.0,7.38E-12,2.0
38124,16496,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=F90B9F1DA2A2F50CA99E400F5CE07C2C?id=2015PRI/EL 26559-26568:2,"An experimental and theoretical study of the kinetics of the reaction between 3-hydroxy-3-methyl-2-butanone and OH radicals, Priya, A. M.; El Dib, G.; Senthilkumar, L.; Sleiman, C.; Tomas, A.; Canosa, A.; Chakir, A. RSC Adv. 5, 26559 (2015)",298 - 1000,1.68E-14,1.6,-10200.0,1.03E-12,2.0
38129,16498,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=79A7DCE748C3493465A8487C6E4DF7C8?id=2015PRI/EL 26559-26568:4,"An experimental and theoretical study of the kinetics of the reaction between 3-hydroxy-3-methyl-2-butanone and OH radicals, Priya, A. M.; El Dib, G.; Senthilkumar, L.; Sleiman, C.; Tomas, A.; Canosa, A.; Chakir, A. RSC Adv. 5, 26559 (2015)",298 - 1000,6.39E-14,0.3,-4066.0,3.3E-13,2.0
38130,16499,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=144831FAC1AA7CED2C7B378FDD3E79D3?id=2015PRI/EL 26559-26568:5,"An experimental and theoretical study of the kinetics of the reaction between 3-hydroxy-3-methyl-2-butanone and OH radicals, Priya, A. M.; El Dib, G.; Senthilkumar, L.; Sleiman, C.; Tomas, A.; Canosa, A.; Chakir, A. RSC Adv. 5, 26559 (2015)",298 - 1000,3.18E-14,0.9,-7051.0,5.47E-13,2.0
38131,16500,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=CF451BE8ADFC0451EC4343FC513D3552?id=2015PRI/EL 26559-26568:3,"An experimental and theoretical study of the kinetics of the reaction between 3-hydroxy-3-methyl-2-butanone and OH radicals, Priya, A. M.; El Dib, G.; Senthilkumar, L.; Sleiman, C.; Tomas, A.; Canosa, A.; Chakir, A. RSC Adv. 5, 26559 (2015)",298 - 1000,4.02E-17,-0.8,-20600.0,1.67E-13,2.0
38221,16529,Experiment,http://kinetics.nist.gov/kinetics/Detail;jsessionid=F21142CDC184827F4B6FAF759836E3FA?id=1994ADU/FON3732-3739:1,"Comparison of the kinetics of O(<sup>3</sup>P) reactions with the four butenes over wide temperature ranges, Adusei, G.Y.; Fontijn, A. J. Phys. Chem. 98, 3732 (1994)",284 - 1020,2.94E-12,1.28,-4515.0,1.82E-11,2.0
38245,16540,Review,http://kinetics.nist.gov/kinetics/Detail;jsessionid=2FCD8BD84E03BB159E22AB195265D571?id=2006CUR250-275:5,"Rate constant estimation for C-1 to C-4 alkyl and alkoxyl radical decomposition, Curran, H.J. Int. J. Chem. Kinet. 38, 250 (2006)",298 - 2000,1.90E-11,0.51,11000.0,2.27E-13,2.0
38248,16541,Review,http://kinetics.nist.gov/kinetics/Detail;jsessionid=91D4F2DAD9225070765C5A56F639EF9A?id=2006CUR250-275:4,"Rate constant estimation for C-1 to C-4 alkyl and alkoxyl radical decomposition, Curran, H.J. Int. J. Chem. Kinet. 38, 250 (2006)",298 - 2000,3.22E-11,0.51,5146.0,4.03E-12,2.0
38392,16594,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=69093CF47A537198CAA62A9F9A51740D?id=2008HUY/BAR1436-1444:4,"Kinetics study of the OH plus alkene -> H<sub>2</sub>O plus alkenyl reaction class, Huynh, L.K.; Barriger, K.; Violi, A. J. Phys. Chem. A 112, 1436 (2008)",250 - 3000,5.73E-15,3.59,-1538.0,1.07E-14,2.0
38411,16605,Experiment,http://kinetics.nist.gov/kinetics/Detail;jsessionid=9D1FDD5F3D4289E3FB7465FF9069FD59?id=2009GOL/ISM13357-13371:4,"Pressure and Temperature Dependence of the Reaction of Vinyl Radical with Alkenes III: Measured Rates and Predicted Product Distributions for Vinyl plus Butene, Goldsmith, C.F.; Ismail, H.; Green, W.H. J. Phys. Chem. A 113, 13357 (2009)",292 - 700,1.02E-13,1.7,11900.0,8.42E-16,2.0
38422,16613,Review,http://kinetics.nist.gov/kinetics/Detail;jsessionid=CA059C64EA5FA805187065827752EDBB?id=2006CUR250-275:9,"Rate constant estimation for C-1 to C-4 alkyl and alkoxyl radical decomposition, Curran, H.J. Int. J. Chem. Kinet. 38, 250 (2006)",298 - 2000,4.00E-14,2.48,25600.0,1.28E-18,2.0
38426,16614,Review,http://kinetics.nist.gov/kinetics/Detail;jsessionid=ADB5EE513B7D1D1EBDCE6D287D7348D1?id=2006CUR250-275:10,"Rate constant estimation for C-1 to C-4 alkyl and alkoxyl radical decomposition, Curran, H.J. Int. J. Chem. Kinet. 38, 250 (2006)",298 - 2000,2.95E-15,2.48,35600.0,1.67E-21,2.0
38505,16649,Experiment,http://kinetics.nist.gov/kinetics/Detail;jsessionid=753203415306F4398C786A40824DE65B?id=2011SIV/MIC618-632:5,"Roaming radicals in the thermal decomposition of dimethyl ether: Experiment and theory, Sivaramakrishnan, R.; Michael, J.V.; Wagner, A.F.; Dawes, R.; Jasper, A.W.; Harding, L.B.; Georgievskii, Y.; Klippenstein, S.J. Combust. Flame 158, 618 (2011)",273 - 1465,1.08E-13,4.13,7450.0,5.35E-15,2.0
38532,16660,Review,http://kinetics.nist.gov/kinetics/Detail;jsessionid=F2FD43AB750226FA8B1E47C1F2E8941F?id=2002BON/DAE4384-4389:3,"Kinetics of OH Radical Reactions with Methane in the Temperature Range 295-660 K and with Dimethyl Ether and Methyl-tert-butyl Ether in the Temperature Range 295-618 K, Bonard, A.; Daele, V.; Delfau, J.-L; Vovelle, C. J. Phys. Chem. A 106, 4384 (2002)",230 - 650,5.60E-13,2.46,-3958.0,2.77E-12,2.0
38536,16660,Experiment,http://kinetics.nist.gov/kinetics/Detail;jsessionid=F2FD43AB750226FA8B1E47C1F2E8941F?id=2013CAR/STI11142-11154:1,"Experimental and Theoretical Study of the Kinetics and Mechanism of the Reaction of OH Radicals with Dimethyl Ether, Carr, S. A.; Still, T. J.; Blitz, M. A.; Eskola, A. J.; Pilling, M. J.; Seakins, P. W.; Shannon, R. J.; Wang, B.; Robertson, S. H. J. Phys. Chem. A 117, 11142 (2013)",195 - 850,1.23E-12,2.05,-2137.0,2.91E-12,2.0
