RecordID,RID,RecordType,Squib,PaperDetails,Temperature,FrequencyFactor,TemperatureRatioExponent,ActivationEnergy,RateConstant,ReactionOrder,Pre-Exp Factor Coeff,Pre-Exp Factor Power,Activation Energy,Reactant 1,Reactant 2,Reactant 3,Product 1,Product 2,Product 3
39152,16868,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=FFEFDF9CDCEB2858DA4462628EE49287?id=2006PAR/NAM8729-8735:2,"Experimental and theoretical studies of the phenyl radical reaction with propene, Park, J.;Nam, G.J.;Tokmakov, I.V.;Lin, M.C. J. Phys. Chem. A 110, 8729 (2006)",250 - 2500,3.65E-14,2.47,3076.0,1.05e-14,2.0,3.65,-14,-3076,CH3CH=CH2,,,CH3CH((.))CH2C6H5,,
39157,16872,Review,http://kinetics.nist.gov/kinetics/Detail;jsessionid=AE71B23582A17C9142632E84500ACD1D?id=2006CUR250-275:11,"Rate constant estimation for C-1 to C-4 alkyl and alkoxyl radical decomposition, Curran, H.J. Int. J. Chem. Kinet. 38, 250 (2006)",298 - 2000,1.27E-14,2.67,28700.0,1.2e-19,2.0,1.27,-14,-28660,CH3CH=CH2,,,iso-C4H9,,
39160,16872,Experiment,http://kinetics.nist.gov/kinetics/Detail;jsessionid=AE71B23582A17C9142632E84500ACD1D?id=1996KNY/SLA5318-5328:2,"Unimolecular decomposition of n-C<sub>4</sub>H<sub>9</sub> and iso-C<sub>4</sub>H<sub>9</sub> radicals, Knyazev, V.D.; Slagle, I.R. J. Phys. Chem. 100, 5318 (1996)",298 - 1500,3.80E-14,2.57,32300.0,8.42e-20,2.0,3.8,-14,-32260,CH3CH=CH2,,,iso-C4H9,,
39167,16873,Review,http://kinetics.nist.gov/kinetics/Detail;jsessionid=ACD98AEB43E9027AE7322CF4413FD8E1?id=2006CUR250-275:8,"Rate constant estimation for C-1 to C-4 alkyl and alkoxyl radical decomposition, Curran, H.J. Int. J. Chem. Kinet. 38, 250 (2006)",298 - 2000,4.00E-14,2.48,25600.0,1.28e-18,2.0,4.0,-14,-25648,CH3CH=CH2,,,sec-C4H9,,
39170,16873,Experiment,http://kinetics.nist.gov/kinetics/Detail;jsessionid=ACD98AEB43E9027AE7322CF4413FD8E1?id=1994KNY/DUB11099-11108:1,"Experimental and theoretical study of the sec-C<sub>4</sub>H<sub>9</sub> = CH<sub>3</sub> + C<sub>3</sub>H<sub>6</sub> reaction, Knyazev, V.D.; Dubinsky, I.A.; Slagle, I.R.; Gutman, D. J. Phys. Chem. 98, 11099 (1994)",298 - 1500,9.32E-14,2.28,27600.0,1.35e-18,2.0,9.32,-14,-27604,CH3CH=CH2,,,sec-C4H9,,
39215,16894,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=8B78946E94D0448FF44674F04D3E0A94?id=2015DAS/RAJ3142-3156:5,"Abstraction and addition kinetics of C2H radicals with CH4, C2H6, C3H8, C2H4, and C3H6: CVT/SCT/ISPE and hybrid meta-DFT methods, Dash, M. R.; Rajakumar, B. Phys. Chem. Chem. Phys. 17, 3142 (2015)",150 - 5000,2.61E-14,3.44,-25000.0,6.38e-10,2.0,2.61,-14,25035,CH3CH=CH2,,,Products,,
39218,16897,Review,http://kinetics.nist.gov/kinetics/Detail;jsessionid=38F0A03C7734F9F783FD37E165D3DFB7?id=2006CUR250-275:12,"Rate constant estimation for C-1 to C-4 alkyl and alkoxyl radical decomposition, Curran, H.J. Int. J. Chem. Kinet. 38, 250 (2006)",298 - 2000,2.00E-14,2.48,25600.0,6.39e-19,2.0,2.0,-14,-25648,CH3CH=CH2,,,CH3CH2CH2CH((.))CH3,,
39307,16934,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=0A3A69A555CE670084DC2D9C0990B7A1?id=2009SIV/MIC5047-5060:25,"Rate Constants for OH with Selected Large Alkanes: Shock-Tube Measurements and an Improved Group Scheme, Sivaramakrishnan, R.; Michael, J.V. J. Phys. Chem. A 113, 5047 (2009)",298 - 2000,2.21E-11,0.96,1156.0,1.39e-11,2.0,2.21,-11,-1156,Dodecane,,,Products,,
39342,16961,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=732E6C3712620BF11226FA90A7956EFC?id=1991COH397-417:32,"Are reaction rate coefficients additive? Revised transition state theory calculations for OH + alkane reactions, Cohen, N. Int. J. Chem. Kinet. 23, 397 (1991)",298 - 500,6.99E-13,1.8,4074.0,1.35e-13,2.0,6.99,-13,-4074,1-C9H20,,,H2O,1-C9H19,
39343,16962,Review,http://kinetics.nist.gov/kinetics/Detail;jsessionid=31CC9CF3CD37538371222544FA289166?id=2003ATK2233-2307:20,"Kinetics of the gas-phase reactions of OH radicals with alkanes and cycloalkanes, Atkinson, R. Atmos. Chem. Phys. 3, 2233 (2003)",290 - 1100,2.25E-12,2.0,-3625.0,9.7e-12,2.0,2.25,-12,3625,1-C9H20,,,Other Products,H2O,
39354,16962,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=31CC9CF3CD37538371222544FA289166?id=1991COH397-417:31,"Are reaction rate coefficients additive? Revised transition state theory calculations for OH + alkane reactions, Cohen, N. Int. J. Chem. Kinet. 23, 397 (1991)",298 - 500,1.31E-12,2.1,-5321.0,1.12e-11,2.0,1.31,-12,5321,1-C9H20,,,Other Products,H2O,
39360,16964,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=90891962D26AE145B42FF1E4FCB45AF0?id=2009SIV/MIC5047-5060:22,"Rate Constants for OH with Selected Large Alkanes: Shock-Tube Measurements and an Improved Group Scheme, Sivaramakrishnan, R.; Michael, J.V. J. Phys. Chem. A 113, 5047 (2009)",298 - 2000,1.11E-11,1.19,333.0,9.7e-12,2.0,1.11,-11,-333,1-C9H20,,,Products,,
39446,16990,Review,http://kinetics.nist.gov/kinetics/Detail;jsessionid=CB6077C3820CF16B0CA5D8F0F01CFA36?id=1986COH/WES99-140:23,"The use of transition-state theory to extrapolate rate coefficients for reactions of O atoms with alkanes, Cohen, N.; Westberg, K.R. Int. J. Chem. Kinet. 18, 99 (1986)",250 - 2000,3.62E-12,2.4,23000.0,3.33e-16,2.0,3.62,-12,-23031,1-C8H18,,,(.)OH,1-C8H17,
39448,16991,Review,http://kinetics.nist.gov/kinetics/Detail;jsessionid=D2E7B49D42B75950444D7C8A5E03744F?id=1986COH/WES99-140:22,"The use of transition-state theory to extrapolate rate coefficients for reactions of O atoms with alkanes, Cohen, N.; Westberg, K.R. Int. J. Chem. Kinet. 18, 99 (1986)",250 - 2000,3.11E-12,2.6,7400.0,1.57e-13,2.0,3.11,-12,-7400,1-C8H18,,,2-C8H17,(.)OH,
39450,16992,Review,http://kinetics.nist.gov/kinetics/Detail;jsessionid=5FFD5BF0FB99DF9FBE69B35B111128F6?id=1991COH/WES1211-1311:30,"Chemical kinetic data sheets for high-temperature reactions. Part II, Cohen, N.; Westberg, K.R. J. Phys. Chem. Ref. Data 20, 1211 (1991)",250 - 2000,2.67E-12,2.8,6984.0,1.6e-13,2.0,2.67,-12,-6984,1-C8H18,,,Other Products,(.)OH,
39452,16992,Review,http://kinetics.nist.gov/kinetics/Detail;jsessionid=5FFD5BF0FB99DF9FBE69B35B111128F6?id=1986COH/WES99-140:21,"The use of transition-state theory to extrapolate rate coefficients for reactions of O atoms with alkanes, Cohen, N.; Westberg, K.R. Int. J. Chem. Kinet. 18, 99 (1986)",250 - 2000,2.67E-12,2.8,6984.0,1.6e-13,2.0,2.67,-12,-6984,1-C8H18,,,Other Products,(.)OH,
39460,16996,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=45630101096EBC36A1980D3433E39734?id=1991COH397-417:30,"Are reaction rate coefficients additive? Revised transition state theory calculations for OH + alkane reactions, Cohen, N. Int. J. Chem. Kinet. 23, 397 (1991)",298 - 1000,7.75E-13,2.0,-5654.0,7.6e-12,2.0,7.75,-13,5654,1-C8H18,,,H2O,3-C8H17,
39461,16996,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=45630101096EBC36A1980D3433E39734?id=1986ATK555:14,"Estimations of OH radical rate constants from H-atom abstraction from C-H and O-H bonds over the temperature range 250-1000K, Atkinson, R. Int. J. Chem. Kinet. 18, 555 (1986)",250 - 1000,7.67E-13,2.0,-3201.0,2.79e-12,2.0,7.67,-13,3201,1-C8H18,,,H2O,3-C8H17,
39463,16997,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=049146100B01DADDEF8B5C29CABB375C?id=1991COH397-417:29,"Are reaction rate coefficients additive? Revised transition state theory calculations for OH + alkane reactions, Cohen, N. Int. J. Chem. Kinet. 23, 397 (1991)",298 - 1000,7.75E-13,2.0,-5654.0,7.6e-12,2.0,7.75,-13,5654,1-C8H18,,,H2O,4-C8H17,
39464,16997,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=049146100B01DADDEF8B5C29CABB375C?id=1986ATK555:13,"Estimations of OH radical rate constants from H-atom abstraction from C-H and O-H bonds over the temperature range 250-1000K, Atkinson, R. Int. J. Chem. Kinet. 18, 555 (1986)",250 - 1000,7.67E-13,2.0,-3201.0,2.79e-12,2.0,7.67,-13,3201,1-C8H18,,,H2O,4-C8H17,
39466,16998,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=557A39E2A5AA32A37B60B0C254F87A26?id=1991COH397-417:28,"Are reaction rate coefficients additive? Revised transition state theory calculations for OH + alkane reactions, Cohen, N. Int. J. Chem. Kinet. 23, 397 (1991)",298 - 1000,8.20E-13,1.8,4074.0,1.58e-13,2.0,8.2,-13,-4074,1-C8H18,,,1-C8H17,H2O,
39467,16998,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=557A39E2A5AA32A37B60B0C254F87A26?id=1986ATK555:12,"Estimations of OH radical rate constants from H-atom abstraction from C-H and O-H bonds over the temperature range 250-1000K, Atkinson, R. Int. J. Chem. Kinet. 18, 555 (1986)",250 - 1000,7.95E-13,2.0,1887.0,3.71e-13,2.0,7.95,-13,-1887,1-C8H18,,,1-C8H17,H2O,
39469,16999,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=DE65929D54FDEFF65A2A4E15963E4261?id=1991COH397-417:27,"Are reaction rate coefficients additive? Revised transition state theory calculations for OH + alkane reactions, Cohen, N. Int. J. Chem. Kinet. 23, 397 (1991)",298 - 1000,5.11E-13,2.0,-2494.0,1.4e-12,2.0,5.11,-13,2494,1-C8H18,,,2-C8H17,H2O,
39470,16999,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=DE65929D54FDEFF65A2A4E15963E4261?id=1986ATK555:11,"Estimations of OH radical rate constants from H-atom abstraction from C-H and O-H bonds over the temperature range 250-1000K, Atkinson, R. Int. J. Chem. Kinet. 18, 555 (1986)",250 - 1000,7.67E-13,2.0,-2569.0,2.16e-12,2.0,7.67,-13,2569,1-C8H18,,,2-C8H17,H2O,
39471,17000,Review,http://kinetics.nist.gov/kinetics/Detail;jsessionid=E267057A6D77CE6E1D0EB10EB1267B25?id=2003ATK2233-2307:17,"Kinetics of the gas-phase reactions of OH radicals with alkanes and cycloalkanes, Atkinson, R. Atmos. Chem. Phys. 3, 2233 (2003)",290 - 1080,2.42E-12,2.0,-3002.0,8.11e-12,2.0,2.42,-12,3002,1-C8H18,,,Other Products,H2O,
39481,17000,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=E267057A6D77CE6E1D0EB10EB1267B25?id=1991COH397-417:26,"Are reaction rate coefficients additive? Revised transition state theory calculations for OH + alkane reactions, Cohen, N. Int. J. Chem. Kinet. 23, 397 (1991)",298 - 1000,9.86E-13,2.2,-4989.0,7.39e-12,2.0,9.86,-13,4989,1-C8H18,,,Other Products,H2O,
39489,17002,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=D880FF56D50AD8E4AA0E4786ABF1CE88?id=2009SIV/MIC5047-5060:20,"Rate Constants for OH with Selected Large Alkanes: Shock-Tube Measurements and an Improved Group Scheme, Sivaramakrishnan, R.; Michael, J.V. J. Phys. Chem. A 113, 5047 (2009)",298 - 2000,7.81E-12,1.32,-158.0,8.33e-12,2.0,7.81,-12,158,1-C8H18,,,Products,,
39534,17023,Experiment,http://kinetics.nist.gov/kinetics/Detail;jsessionid=377F9DF85106B401970F1DD3515F8404?id=1995MEL/TET791-805:3,"Kinetics of OH radical reactions with a series of ethers, Mellouki, A.; Teton, S.; LeBras, G. Int. J. Chem. Kinet. 27, 791 (1995)",230 - 372,1.63E-12,2.0,-6377.0,2.14e-11,2.0,1.63,-12,6377,Dipropyl ether,,,Other Products,H2O,
39696,17083,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=9214910D956B1223ABCB2E327E62BA71?id=2013CHE/ZHA38-45:61,"Theoretical kinetic investigation of thermal decomposition of methylcyclohexane, Chen, L.; Zhang, T. L.; Li, C. Y.; Wang, W. N.; Lu, J.; Wang, W. L. Comput. Theor. Chem. 1026, 38 (2013)",298 - 2000,1.19E-12,1.95,1372.0,6.83e-13,2.0,1.19,-12,-1372,Cyclohexene,,,H2,3-Cyclohexenyl,
39785,17109,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=5D323D6D447F22E76396F3D59F5761A1?id=2013CHE/ZHA38-45:27,"Theoretical kinetic investigation of thermal decomposition of methylcyclohexane, Chen, L.; Zhang, T. L.; Li, C. Y.; Wang, W. N.; Lu, J.; Wang, W. L. Comput. Theor. Chem. 1026, 38 (2013)",298 - 2000,6.75E+12,0.88,99600.0,2.36e-05,1.0,6.75,12,-99591,Cyclohexene,,,C2H4,"1,3-Butadiene",
39802,17115,Review,http://kinetics.nist.gov/kinetics/Detail;jsessionid=B07F09EA3C450A30FDE8E33CD2529FC1?id=1991COH/WES1211-1311:29,"Chemical kinetic data sheets for high-temperature reactions. Part II, Cohen, N.; Westberg, K.R. J. Phys. Chem. Ref. Data 20, 1211 (1991)",298 - 2000,1.17E-11,2.6,10300.0,1.83e-13,2.0,1.17,-11,-10310,Cyclohexane,,,Cyclohexyl,(.)OH,
39838,17128,Review,http://kinetics.nist.gov/kinetics/Detail;jsessionid=CE875167306AEA8550A6C7C59BA8C4C1?id=2003ATK2233-2307:25,"Kinetics of the gas-phase reactions of OH radicals with alkanes and cycloalkanes, Atkinson, R. Atmos. Chem. Phys. 3, 2233 (2003)",290 - 500,2.90E-12,2.0,-2178.0,6.97e-12,2.0,2.9,-12,2178,Cyclohexane,,,Cyclohexyl,H2O,
39851,17128,Experiment,http://kinetics.nist.gov/kinetics/Detail;jsessionid=CE875167306AEA8550A6C7C59BA8C4C1?id=1987DRO/TUL1222:1,"Hydrogen-atom abstraction from alkanes by OH. 6. Cyclopentane and cyclohexane, Droege, A.T.; Tully, F.P. J. Phys. Chem. 91, 1222 (1987)",292 - 491,4.73E-12,1.47,-1039.0,7.2e-12,2.0,4.73,-12,1039,Cyclohexane,,,Cyclohexyl,H2O,
39866,17128,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=CE875167306AEA8550A6C7C59BA8C4C1?id=1986ATK555:10,"Estimations of OH radical rate constants from H-atom abstraction from C-H and O-H bonds over the temperature range 250-1000K, Atkinson, R. Int. J. Chem. Kinet. 18, 555 (1986)",250 - 1000,2.31E-12,2.0,-3201.0,8.4e-12,2.0,2.31,-12,3201,Cyclohexane,,,Cyclohexyl,H2O,
39922,17151,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=82C66F9244735313BD4C6BD6453BD4BF?id=2010GAL/ALV7525-7536:5,"Mechanism and Branching Ratios of Hydroxy Ethers + (OH)-O-* Gas phase Reactions: Relevance of H Bond Interactions, Galano, A.; Alvarez-Idaboy, J.R.; Francisco-Marquez, M. J. Phys. Chem. A 114, 7525 (2010)",250 - 440,3.23E-14,4.32,-14400.0,1.09e-11,2.0,3.23,-14,14435,HOCH2CH2OC2H5,,,Other Products,H2O,
39941,17163,Experiment,http://kinetics.nist.gov/kinetics/Detail;jsessionid=78871D24BA82BDB0E0670ECDC8C2A52F?id=1997POR/WEN5770-5775:6,"Kinetic studies on the reactions of hydroxyl radicals with diethers and hydroxyethers, Porter, E.; Wenger, J.; Treacy, J.; Sidebottom, H.; Mellouki, A.; Teton, S.; LeBras, G. J. Phys. Chem. A 101, 5770 (1997)",230 - 372,4.70E-13,2.0,-10100.0,2.82e-11,2.0,4.7,-13,10144,"1,2-Dimethoxyethane",,,Products,,
40000,17184,Review,http://kinetics.nist.gov/kinetics/Detail;jsessionid=96150BDBD0EFE9171CCD9FFDD7A67ABB?id=1986COH/WES99-140:19,"The use of transition-state theory to extrapolate rate coefficients for reactions of O atoms with alkanes, Cohen, N.; Westberg, K.R. Int. J. Chem. Kinet. 18, 99 (1986)",250 - 2000,5.35E-12,2.4,23000.0,4.91e-16,2.0,5.35,-12,-23031,1-C6H14,,,1-hexyl radical,(.)OH,
40002,17185,Review,http://kinetics.nist.gov/kinetics/Detail;jsessionid=73CDBFCA9E766EC0EC1CF8608F9A1168?id=1986COH/WES99-140:18,"The use of transition-state theory to extrapolate rate coefficients for reactions of O atoms with alkanes, Cohen, N.; Westberg, K.R. Int. J. Chem. Kinet. 18, 99 (1986)",250 - 2000,3.11E-12,2.6,8813.0,8.86e-14,2.0,3.11,-12,-8813,1-C6H14,,,2-hexyl radical,(.)OH,
40004,17186,Review,http://kinetics.nist.gov/kinetics/Detail;jsessionid=C561FAF4975B75C2407A2BF57EC43717?id=1991COH/WES1211-1311:28,"Chemical kinetic data sheets for high-temperature reactions. Part II, Cohen, N.; Westberg, K.R. J. Phys. Chem. Ref. Data 20, 1211 (1991)",250 - 2000,2.49E-12,2.9,8314.0,8.69e-14,2.0,2.49,-12,-8314,1-C6H14,,,Other Products,(.)OH,
40006,17186,Review,http://kinetics.nist.gov/kinetics/Detail;jsessionid=C561FAF4975B75C2407A2BF57EC43717?id=1986COH/WES99-140:17,"The use of transition-state theory to extrapolate rate coefficients for reactions of O atoms with alkanes, Cohen, N.; Westberg, K.R. Int. J. Chem. Kinet. 18, 99 (1986)",250 - 2000,2.49E-12,2.9,8314.0,8.69e-14,2.0,2.49,-12,-8314,1-C6H14,,,Other Products,(.)OH,
40021,17195,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=515738E1C22411BF7CADB517D65E58A0?id=1991COH397-417:25,"Are reaction rate coefficients additive? Revised transition state theory calculations for OH + alkane reactions, Cohen, N. Int. J. Chem. Kinet. 23, 397 (1991)",298 - 500,4.25E-13,2.0,-5571.0,4.03e-12,2.0,4.25,-13,5571,1-C6H14,,,H2O,3-hexyl radical,
40022,17196,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=C66F9BD3A9189F0680E80D0BC4155A6F?id=1991COH397-417:24,"Are reaction rate coefficients additive? Revised transition state theory calculations for OH + alkane reactions, Cohen, N. Int. J. Chem. Kinet. 23, 397 (1991)",298 - 500,9.02E-13,1.8,4074.0,1.74e-13,2.0,9.02,-13,-4074,1-C6H14,,,1-hexyl radical,H2O,
40023,17197,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=B2B3E7BC1C82EC61DAED9E57D798D3B6?id=1991COH397-417:23,"Are reaction rate coefficients additive? Revised transition state theory calculations for OH + alkane reactions, Cohen, N. Int. J. Chem. Kinet. 23, 397 (1991)",298 - 500,5.86E-13,2.0,-2494.0,1.6e-12,2.0,5.86,-13,2494,1-C6H14,,,2-hexyl radical,H2O,
40024,17198,Review,http://kinetics.nist.gov/kinetics/Detail;jsessionid=74E7F413AE167F5649B64356F89CBEDC?id=2003ATK2233-2307:12,"Kinetics of the gas-phase reactions of OH radicals with alkanes and cycloalkanes, Atkinson, R. Atmos. Chem. Phys. 3, 2233 (2003)",290 - 970,7.57E-12,1.0,931.0,5.2e-12,2.0,7.57,-12,-931,1-C6H14,,,Other Products,H2O,
40028,17198,Experiment,http://kinetics.nist.gov/kinetics/Detail;jsessionid=74E7F413AE167F5649B64356F89CBEDC?id=2015BAD/FAR2034-2044:9,"Site-specific reaction rate constant measurements for various secondary and tertiary H-abstraction by OH radicals, Badra, J.; Farooq, A. Combust. Flame 162, 2034 (2015)",290 - 1351,1.25E-12,2.2,-3742.0,5.65e-12,2.0,1.25,-12,3742,1-C6H14,,,Other Products,H2O,
40045,17198,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=74E7F413AE167F5649B64356F89CBEDC?id=1991COH397-417:22,"Are reaction rate coefficients additive? Revised transition state theory calculations for OH + alkane reactions, Cohen, N. Int. J. Chem. Kinet. 23, 397 (1991)",298 - 500,9.22E-13,2.2,-4490.0,5.64e-12,2.0,9.22,-13,4490,1-C6H14,,,Other Products,H2O,
40046,17199,Review,http://kinetics.nist.gov/kinetics/Detail;jsessionid=C60B6532AFB204B3EF0F0AA305F97560?id=2009SIV/MIC5047-5060:9,"Rate Constants for OH with Selected Large Alkanes: Shock-Tube Measurements and an Improved Group Scheme, Sivaramakrishnan, R.; Michael, J.V. J. Phys. Chem. A 113, 5047 (2009)",292 - 1299,1.22E-12,2.22,-3683.0,5.38e-12,2.0,1.22,-12,3683,1-C6H14,,,Products,,
40054,17199,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=C60B6532AFB204B3EF0F0AA305F97560?id=2009SIV/MIC5047-5060:17,"Rate Constants for OH with Selected Large Alkanes: Shock-Tube Measurements and an Improved Group Scheme, Sivaramakrishnan, R.; Michael, J.V. J. Phys. Chem. A 113, 5047 (2009)",298 - 2000,2.81E-12,1.74,-1680.0,5.53e-12,2.0,2.81,-12,1680,1-C6H14,,,Products,,
40098,17215,Experiment,http://kinetics.nist.gov/kinetics/Detail;jsessionid=25FA70CD00A559A6BE74316BA53772BA?id=2005JIM/BAL814-820:4,"Tropospheric reaction of OH with selected linear ketones: Kinetic studies between 228 and 405 K, Jimenez, E.; Ballesteros, B.; Martinez, E.; Albaladejo, J. Environ. Sci. Technol. 39, 814 (2005)",260 - 405,1.37E-13,2.0,-9512.0,6.36e-12,2.0,1.37,-13,9512,2-Heptanone,,,Products,,
40264,17266,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=5427716EFCCDC653DAC4321C6C2014AB?id=2009ZAV/ALV13913-13920:9,"OH Radical Gas Phase Reactions with Aliphatic Ethers: A Variational Transition State Theory Study, Zavala-Oseguera, C.; Alvarez-Idaboy, J.R.; Merino, G.; Galano, A. J. Phys. Chem. A 113, 13913 (2009)",280 - 400,2.16E-11,0.33,-1381.0,3.78e-11,2.0,2.16,-11,1381,Tetrahydrofuran,,,Other Products,H2O,
40326,17297,Experiment,http://kinetics.nist.gov/kinetics/Detail;jsessionid=6710D59BD253280B4A8DCDA14AE49513?id=2014BAL/DAS5272-5278:1,"Experimental and Computational Investigation on the Gas Phase Reaction of Ethyl Formate with Cl Atoms, Balaganesh, M.; Dash, M. R.; Rajakumar, B. J. Phys. Chem. A 118, 5272 (2014)",268 - 343,3.54E-13,4.1,8156.0,1.32e-14,2.0,3.54,-13,-8156,HC(O)OC2H5,,,Products,,
40331,17297,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=6710D59BD253280B4A8DCDA14AE49513?id=2014BAL/DAS5272-5278:2,"Experimental and Computational Investigation on the Gas Phase Reaction of Ethyl Formate with Cl Atoms, Balaganesh, M.; Dash, M. R.; Rajakumar, B. J. Phys. Chem. A 118, 5272 (2014)",200 - 400,2.58E-12,2.4,3243.0,6.96e-13,2.0,2.58,-12,-3243,HC(O)OC2H5,,,Products,,
40402,17329,Experiment,http://kinetics.nist.gov/kinetics/Detail;jsessionid=3C9B95AD520BA70D84356A0E1642F38E?id=1997POR/WEN5770-5775:5,"Kinetic studies on the reactions of hydroxyl radicals with diethers and hydroxyethers, Porter, E.; Wenger, J.; Treacy, J.; Sidebottom, H.; Mellouki, A.; Teton, S.; LeBras, G. J. Phys. Chem. A 101, 5770 (1997)",230 - 372,3.55E-13,2.0,-6485.0,4.87e-12,2.0,3.55,-13,6485,CH3OCH2OCH3,,,Products,,
40405,17331,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=C2F1BEDA1E70FC2B8418598DBAB77041?id=2010GAL/ALV7525-7536:4,"Mechanism and Branching Ratios of Hydroxy Ethers + (OH)-O-* Gas phase Reactions: Relevance of H Bond Interactions, Galano, A.; Alvarez-Idaboy, J.R.; Francisco-Marquez, M. J. Phys. Chem. A 114, 7525 (2010)",250 - 440,1.65E-14,4.74,-15400.0,8.09e-12,2.0,1.65,-14,15355,HOCH2CH2OCH3,,,Other Products,H2O,
40465,17361,Experiment,http://kinetics.nist.gov/kinetics/Detail;jsessionid=61797086CB565AC54F098A61E946EDD0?id=1996WEB/HAK149-154:1,"Temperature dependence of the rate constants of the reactions of oxygen atoms with 1-pentene, 1-hexene, cis-2-pentene, and trans-2-pentene, Weber, M.; Hake, A.; Stuhl, F. Int. J. Chem. Kinet. 29, 149 (1996)",203 - 370,6.26E-12,1.13,532.0,5.05e-12,2.0,6.26,-12,-532,1-C5H10,,,Products,,
40510,17377,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=495463B131713FA474285679DA1002DC?id=2008HUY/BAR1436-1444:10,"Kinetics study of the OH plus alkene -> H<sub>2</sub>O plus alkenyl reaction class, Huynh, L.K.; Barriger, K.; Violi, A. J. Phys. Chem. A 112, 1436 (2008)",250 - 3000,7.81E-15,3.19,-6344.0,1.01e-13,2.0,7.81,-15,6344,1-C5H10,,,CH3CH2CH2C((.))=CH2,H2O,
40511,17378,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=29CBBE63713DE23BE0FB81A77EAFD4BB?id=2008HUY/BAR1436-1444:9,"Kinetics study of the OH plus alkene -> H<sub>2</sub>O plus alkenyl reaction class, Huynh, L.K.; Barriger, K.; Violi, A. J. Phys. Chem. A 112, 1436 (2008)",250 - 3000,5.73E-15,3.59,-1538.0,1.07e-14,2.0,5.73,-15,1538,1-C5H10,,,CH3CH2CH2CH=CH(.),H2O,
40542,17395,Review,http://kinetics.nist.gov/kinetics/Detail;jsessionid=0D741612CFF7F09673B9D64A5B6D42E3?id=1986COH/WES99-140:16,"The use of transition-state theory to extrapolate rate coefficients for reactions of O atoms with alkanes, Cohen, N.; Westberg, K.R. Int. J. Chem. Kinet. 18, 99 (1986)",250 - 2000,6.29E-12,2.4,23000.0,5.78e-16,2.0,6.29,-12,-23031,n-C5H12,,,1-C5H11,(.)OH,
40544,17396,Review,http://kinetics.nist.gov/kinetics/Detail;jsessionid=916128A45CBA28967EB4542FCA01B41C?id=1986COH/WES99-140:15,"The use of transition-state theory to extrapolate rate coefficients for reactions of O atoms with alkanes, Cohen, N.; Westberg, K.R. Int. J. Chem. Kinet. 18, 99 (1986)",250 - 2000,2.37E-12,2.5,9312.0,5.54e-14,2.0,2.37,-12,-9312,n-C5H12,,,CH3CH2CH2CH((.))CH3,(.)OH,
40546,17397,Review,http://kinetics.nist.gov/kinetics/Detail;jsessionid=B8F1C4A46853EE2EE90A75C667B3C0C2?id=1993MIY/OHM241-247:10,"Reaction rates of atomic oxygen with straight chain alkanes and fluoromethanes at high temperaures, Miyoshi, A.; Ohmori, K.; Tsuchiya, K.; Matsui, H. Chem. Phys. Lett. 204, 241 (1993)",250 - 1140,6.53E-12,2.37,11400.0,6.58e-14,2.0,6.53,-12,-11391,n-C5H12,,,Other Products,(.)OH,
40547,17397,Review,http://kinetics.nist.gov/kinetics/Detail;jsessionid=B8F1C4A46853EE2EE90A75C667B3C0C2?id=1991COH/WES1211-1311:27,"Chemical kinetic data sheets for high-temperature reactions. Part II, Cohen, N.; Westberg, K.R. J. Phys. Chem. Ref. Data 20, 1211 (1991)",250 - 2000,1.66E-12,3.0,8398.0,5.6e-14,2.0,1.66,-12,-8398,n-C5H12,,,Other Products,(.)OH,
